cleaned_text,label,keyword_tag,is_profanity,is_insult,is_hate_speech,is_toxic
sus be kamil,,,0,1,0,1
bir rivayete göre hâlâ aynı otobüsteler,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
tatlısu mafyalığının sonu hic iyi olmuyormuş.sermaye olarak canını ortaya koyan adamlarla aşık atmayacaksın.,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
adamım atmış yine bişiler🤜,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
kesin almanci oe,0.0,Basına SALDIRI !  #sokakröportajları,0,0,0,0
"olay eğitim değil, zeka seviyesi.",0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
azcık haset misiniz?,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
8:43 de adam cıvı cakıyo,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
"ben şu kısacık videoyu izlerken çileden çıkıyorum, sabrım taşıyor; sen nasıl bunların hepsini izleyip, dayanıyorsun bu videoyu yapmak için dostum?",0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
​ yok tokadi yiyen belhandaydi oda bu macta deildi,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,1,0,1
gerçekten onursuz mısın,,,0,1,0,1
naber sndmmsmd,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
hakem de kasten bir şey demiyor ateşli maçtı,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
BU MILLETE IHANET EDENLER BEDEL ÖDEYECEK,,,0,1,1,1
cimbomluyum son günlerde gördüğüm en haklı yorum. :),0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,0,0,0
noldu? yine kupa yok,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
hayatımda gördüğüm en büyük adi,,,0,1,0,1
darkalone sun shine 😂😂😂,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
reklam icin bi oyuncu sakatlandı falan denilir bi td nin kafası yarıldı 5 dikiş atıldı falan denilir ama takım arabası kurşunlanmaz,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,1,0,0,1
2023 yılı ve net penaltı,0.0,GALATASARAY PENALTI POZİSYONU VE SONRASI TARAFTARIN YAN HAKEME TEPKİSİ,0,0,0,0
hepiniz vatan haini şerefsizler,,,0,1,1,1
hareket müw,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
dayıya el kaldıran şahıs koğuşta dövüldü haberiniz olsun,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
sinirli haline denk gelmiş öpüşsün barışsınlar uzatmaya gerek yok,0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
Allah'ın sgu,,,1,1,0,1
hepiniz hepiniz idam edilmelisiniz,,,0,1,1,1
ne kadar çapsız birisin,,,0,1,0,1
bravo bırcan susturdun nıhayet gereksız kişiyi hep ön planda olmak istiyor kimseye söz hakkı vermeyen kişi çenesi kilıtlenmış boş ilgi istıyor,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,1,0,0,1
Allah'ın piçu,,,1,1,0,1
anan,0.0,Telefon Şakası    komik ses kaydı,0,0,0,0
videonun sonu güzel hem sovuyo hem vuruyor bide kendini serinletiyoo😂😂😂😂😂😂😂,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
​ ne alaka adam kötüyse cezasını çeker,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
lan ajan bunlar ajan,,,0,1,1,1
eski profil daha iyiydi ya,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
hepiniz mülteciler defolsun,,,0,1,1,1
böyle insanları toplucaklar hapis ceza vercekler yoksa ülke rahat olmucak,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
ben o poşeti yerde yatan torreira sandım😂😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,0,0,0
bende ts liyim ve ikinci en sevdiğim takım gs,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,0,0,0
oc işte heryerde varlar bunlar,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
siktir ulan,,,1,1,0,1
dış güçlerin maşası olmuşsunuz,,,0,1,1,1
12 mayıs 2021 👍🏻,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
0:07 de +9 a geçiyor sjsjsjsj,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
ıste bu yuzden avrupa ulkesi degilnturkiye,0.0,Metroda şarkı kavgası!,0,0,0,0
tamam sovmeceeem amuga goyim djdndd,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
2020 den selamlar adam 4 yil once yazmis vay be,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
hayır bence masasız haber oldu😂,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
yiğidi öldür ama asla hakkını yeme (yinede yiğit olmesin ama )🤣🤣🤣,0.0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem",0,1,0,1
lan ajan bunlar ajan,,,0,1,1,1
ne sg bir herifsin,,,1,1,0,1
"yeterli protein alamıyor millet, zaten 89 iq ortalamamız vardı 87'ye düştü.",0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
yunus akgün gercek gsli,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
bunlar şişirip şirip balon yapıyor sanırım. kullanımı öğretmek lazım,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,1,0,0,1
yav he hhe reklamlar. abd. rindeymiş. bize düşmanlık yapan yerde asla durmam,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
adli işlemler başlatılmış,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
cokmu zoruna giti,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,1,0,1
ne yapacak tekme attı diye gözaltına mı alacak gözünü korkutmak istemiş onunda yapmiş zaten,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
nezaket bu adamın yakınından bile geçmemiş.,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
kol altina bakin cok pis,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
türkçe konuşabiliyor olması hırt olduğu gerçeğini değiştirmiyor. babasına bak oğluna ...,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
hepiniz arap seviciler sizi,,,0,1,1,1
​ akp ne yaptı ya,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
adam zabıtaya küfrediyor alanen,0.0,Deep Humor Karma Röportaj Serisi (Vol19),1,0,0,1
adam hakkını bulmuş hakketmiyenler kıskanıyor,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
ne zaplidik be 10kisi💙💛💛💛🌦🌦😄,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
rabbil türkiyedeki insanlara savir versin.,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
keslan,0.0,Fearful Moments on the Kadıköy Metro! He Pointed a Rifle at Passengers | NTV,1,0,0,1
HEPINIZ IDAM EDILMELISINIZ,,,0,1,1,1
atese odun at sende neye sabrettı herkezın bır tarzı var bırcan hanım bunu bılıyor bılen anlayan bırı aralarında olabılır boyle seyler her dost gıbı gecıp gıttı,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
niye ispat edemedi😂😂,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
YALLAH ARABISTANA,,,0,1,1,1
gurur ve kibir allaha yakışır,0.0,TÜRK CANLI YAYIN KAVGALARI 2017,0,0,0,0
"emeklilerin hepsini toplayıp sınır dışı yapmak lazım 1000 ₺ alacağız diye oy verdiler başa gelince sevindiler (bir kimse, başkasının işlediği günaha sevinirse, aynı günahı işlemiş gibi olur) bunca insanın günahını emekliler aldı şimdi çekiyorlar",0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
o zaman konuşcak adam bulamazlar,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,0,0,0
ne kadar haysiyetsiz birisin,,,0,1,0,1
şunları 1 saatlik yap knk,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
bas git vasıfsız,,,0,1,0,1
hee yaa olay aq 😂😂😂,0.0,Deep Humor Karma Röportaj Serisi (Vol19),1,0,0,1
çakal herif,,,0,1,0,1
"ah be amcam akçomarlarla niye dalaşıyorsun suça meyilli bunlar bilmen gerekirdi, seviyesine düşmemeliydin...",0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,1,0,1
3 durak sonra akraba olurlar,0.0,This may be the most serious debate that has ever occurred on the metrobus.,0,0,0,0
yüzsüze makyajı yapmış ibo. helal,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
açlık la millwti boğuşturarakmı muhasar medeniyetler seviyesine çıkartıyorsunuz. yalancıyı ne yapsınlar varank?!,0.0,"Varank ""hırsız"" diye laf attı Veli Ağbaba yerinden fırladı: Meclis'e ara verdiren kavga!",1,0,0,1
yemin ederim,0.0,Otobüs şoförü yolcuyla tartıştı!,0,0,0,0
hayatımda bu kadar komik bir video görmedim,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
ben de cs oynarken dinliyom,0.0,Muharrem ince küfür,0,0,0,0
olmadı polis kardeş almazsan karakola tekrar yapacak kimbilir bu kaçıncı,0.0,"""Are you a bandit?"" Undercover Police Officer Issues Slap-Like Warning to Motorcyclist Kicking in...",0,0,0,0
dedi dul kezban ahaha,0.0,Metroda şarkı kavgası!,0,0,0,0
"​ -ws5yi tayyit, din ile ülkenin kalkınacağına inanıyor. bilim, tayyit'in karakterine ters.",0.0,Basına SALDIRI !  #sokakröportajları,0,1,0,1
senin gibilerin soyunu kurutmak lazım!!!,,,0,1,1,1
kes sesini geri zekalı,,,0,1,0,1
ahmet çalık 😢😢,0.0,🚨 Derbide Gergin Anlar #shorts #fenerbahçe #galatasaray,0,0,0,0
Allah'ın s.ku,,,1,1,0,1
ne kadar bencilce düşünen insan var yorumlara bakıyorumda aynısı başına gelse kıyamet koparacak adam taksi tutsun kucağına alsın demiş. taksi tutmak herkesin bütcesine göre aynı olmayabilir . hasta çocuğunu getiren götüren 2 otobüs bazen 3 otobüs yapıyorsun ankarada hastaneye ulaşmak için her hastalık ilçe hastanede yeterli değil ki böyle bi durum olmasa dahi bu şöförün yaptığı yanlıştır.karşı tarafında tehdit vari konuşması yanlış geldi.,0.0,Otobüste bebek arabası tartışması,1,1,0,1
​ yaşın yetmez,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
"bunun gibiler adama lisansını yaktırır, denk gelmemek için dua ediyorum.",0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
+ 200.000 tl ceza😅,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
abi undertale da 2 genocide 3 neutral 1 true pacifist yaptım şu anda soulles pacifist yapmaya çalışıyorum sence iyi mi?,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
hani aslandınız 😂😂😂😂. noldu paşinyan 😂😂. noldu gala.,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,1,0,0,1
bnde hic sevmem bu hareketen sonra da sevmiyorum,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
​ yalan söylemesini,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',1,0,0,1
adam öldü siz klavye diyonuz,0.0,Oyun oynarken çıldıran koreli :),0,0,0,0
@🌘özgé🌒 aynen bende öyle gördüm serene bayilmam ama üzüldü farkedildi yani bircan ergen gibi triplendi birden,0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
gerçekten pislik mısın,,,0,1,0,1
sus be aptal,,,0,1,0,1
"şaşırmadık her çirkefliği yaptılar, ofsayt gol ile bile yenemediler!!!",0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,0,0,0
yaaa niye pp değiştin coog ıyıdi oo ¦ (,0.0,OYUN OYNARKEN DELİREN İNSANLAR!,0,0,0,0
abi güzelcene uyarsan söylemez zaten. hayvan gibi komut verirsen inadına böyle söyler.,0.0,Metroda şarkı kavgası!,0,0,0,0
ya onlar akıllıysa 🤣,0.0,Deep Humor Karma Röportaj Serisi (Vol27),0,0,0,0
dayi 70 sene abdestsiz gezmiş,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,0,0,0
hasan masam mas ömer ömer ömer hamza muhammed,0.0,Fenerbahçe - Galatasaray Derbisinde Tansiyon Yükseldi! İşte Yaşananlar,0,0,0,0
"önüme durmadan spor program kavga videoları çıkıyor, her ikisinden birinde turgay var.",0.0,ASPOR'daki canlı yayın Kavgaları (tartışmaları) VOL1,0,0,0,0
bas git kuduz,,,0,1,0,1
ananı yarak,,,1,1,0,1
sen tam bir yalakasın,,,0,1,0,1
şarkı ismi ne cesurdu ben diye bitiyor,0.0,Metroda şarkı kavgası!,0,1,0,1
ciğerine mermi geldi burnundan kan akıyor,0.0,Fenerbahçe Otobüsü Böyle Kurşunlandı,0,0,0,0
siktir sg,,,1,1,0,1
evet tam bize yakısır topcu mert hakan iyi geceler stsi atan icardiyede en guzel cevabı verdi,0.0,"🔥 ÖZEL HABER. Fenerbahçe SEVİNÇ,  Galatasaray ÜZÜNTÜ. Küfürler ve Mert Hakan Yandaş'ın SÖYLEMLERİ.",0,0,0,0
ortam harikayken “köyüne dön” diyen dana ortalığı karıştırmaya çalışmış ama kimse oyuna gelmemiş. o girene kadar her şey harika gidiyordu ortamın doğallığını kaçırdı.,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
sende rüya görüyorsun ne secimi,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
kahpe git buradan,,,1,1,0,1
kes lan yavşak,,,1,1,0,1
sondaki adamın rahatlık,0.0,TIRCIYLA BÜYÜK KAVGA! Türkiye'de Yaşanan Motorcu Kavgaları ve Kazaları! (330) Trafik Kavgaları! 2026,0,0,0,0
bas git beyinsiz,,,0,1,0,1
kes sesini ezik,,,0,1,0,1
lan dış güçlerin maşası olmuşsunuz,,,0,1,1,1
ahmet çakar dünkü yayında var 2. penaltıyı çağırmaz diyordu bundesligadan selamlar,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
lan kökünüzü kazıyacağız,,,0,1,1,1
işte yüzde 52 zihniyeti.,0.0,Meclis'te Yumruklu Kavga! AK Parti ve CHP'li Vekiller Birbirine Girdi - TGRT Haber,0,0,0,0
sus be yobaz,,,0,1,0,1
kaliteli eğitim gerçekten önemli. üzücü bi halde toplumumuzun eğitim seviyesi,0.0,Deep Humor Karma Röportaj Serisi (Vol32),0,1,0,1
ulan madem delikanlısın arkadan çarpana yapsana artistliğini... adamdan dayak yerim diye kıza saldırıyor. etraftakilerin tımarlayacağı aklına gelmemiş :d,0.0,"""Bisikletli maganda"" dehşet saçtı!",1,0,0,1
lan yunan tohumu,,,0,1,1,1
"migros ust tribündeydim. olaylar turk telekomda (obur kale arkasi) basladi. takimi çagirdik ama bir grup polis o arada turk telekom tribünun oraya gitti. hersey orada basladi. hadi buna inanmadin. ben telefonla staddin içinde cogu tribunler bos oldunda halen çekiyordum, ama benim oturdum tribunde daha herkes vardi. o filmde biber gazi geldi diye çekmeye devam edemedim, ama bizim tribunde hiç birsey yok. ee sen bosuna biber gazi yedirirsen adamlara, onlarda hesabini sormak isteçekler.",0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,1,0,1
kaltak git buradan,,,1,1,0,1
hepiniz bu ırkı yok etmek lazım,,,0,1,1,1
"cevap, 4 tane polisin taraftara sopa tutması ha? vay be ne tahrikmiş.",0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
ne alakası var kardeşim bu olaydan sonraki 8 maçta 5 galibiyet 3 beraberlik almış fenerbahçe mağlubiyet dahi yok ki beraberlikler o senenin iyi takımlarından eskişehire ve başakşehire karşı alınmıştı o sene şampiyon olunamamasının en büyük sebebi gsnin son haftalarda yakaladığı galibiyet serisiydi bilip bilmeden konuşmayın,0.0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça,0,0,0,0
ananı o.ç,,,1,1,0,1
corona aşılarının yan etkileri başladı insanlar kudurdu şimdi yakında bir aşı daha vururlar panzehir hesabı + ekonomik kriz ..yazık gerçekten yazık ..,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,0,0,0
çok güldüm bu yoruma allah da seni güldürsün 😄😄😄,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
gerçekten lavuk mısın,,,0,1,0,1
ecnebilerin sevdiğim bir sözü vardır.... a.c.a.b beşiktaşlıyım bu mezalime karşı asla ohh iyi olmuş demem.,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
kes lan ibne,,,1,1,0,1
"bu kadar saygıdan yoksun, saldırgan, vahşi başka bir memleket varmı merak ediyorum",0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,0,0,0,0
3:43 hahahahahqgqgaggagagaagagays 3:49,0.0,Muharrem İnce - Salih Gergerlioğlu Tartışması ''Otur yerine sıfır!'',0,0,0,0
kökünüzü kazıyacağız,,,0,1,1,1
allahın haysiyetsizı,,,0,1,0,1
aynen. muhabir niye sadece izliyor. almanya’dan gelen amca kötü bir şey de demiyor.,0.0,Deep Humor Karma Röportaj Serisi (Vol19),0,0,0,0
kökünüzü kazıyacağız!!!,,,0,1,1,1
hayatımda gördüğüm en büyük haysiyetsiz,,,0,1,0,1
​ oy oy oy 1 kupa almışlar şampiyonlar ligi kupası sanki aldıkları😂,0.0,💥 TARAFTAR ÇILDIRDI ❗ TARAFTAR ÖFKELİ ❗ GALATASARAY 0-2 FENERBAHÇE MAÇI TARAFTAR RÖPORTAJI.#gs #fb ,0,0,0,0
2026,0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
hepiniz yunan tohumu,,,0,1,1,1
yavşak seni,,,1,1,0,1
bas git ezik,,,0,1,0,1
kifayetsiz herif,,,0,1,0,1
kes sesini dangalak,,,0,1,0,1
hepiniz kanınız bozuk sizin,,,0,1,1,1
"cehaleti yok etmek ,bir mikroptan daha gerekli mecburi",0.0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları,0,0,0,0
seslendirme çok iyi çok basarili,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,0,0,0
abi :d yani araba olsa hadi kasa kurtarır kurşunu vs ama motor şakaya gelmez direk hedefte tek yapması gereken karakola gitmek olur,0.0,TÜRKİYE'DE YAŞANAN TRAFİK KAVGALARI VE KAZALARI! #4 | Sokak Kavgaları 2023,0,1,0,1
00:50 polisin bu tutumundan dolayı zaten kuralları hiçe sayıp atar yapıyorlar.,0.0,TÜRKİYE'DE YAŞANAN MOTORCU KAVGALARI VE KAZALARI! #262 | Trafik Kavgaları! (2025),0,0,0,0
lan defolun gidin bu ülkeden,,,0,1,1,1
allah kafirleri böyle birbirine düşürür işte,0.0,"TBMM'de yine tekmeli, yumruklu kavga - BBC TÜRKÇE",0,0,0,0
bağırması çok normal ölümden döndüler ölüyolardı,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,1,0,1
ben de her gün dinliyorum. 🤣🤣🤣,0.0,Turkcell Kayıt Altına Alınan Görüşme -) - YouTube.flv,0,0,0,0
adam gazeteci değil. gazeteci yazmışlar,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
toplum icinde kimse kimseyi rahatsiz edemez eminimki adam uyarmistir oncesinde.,0.0,Metroda şarkı kavgası!,0,0,0,0
"ela hanım, en güzel yorumu yazmışsınız.",0.0,Bircan Bali ve Seren Serengil canlı yayında kavga etti!,0,0,0,0
maçın düzeyine göre. sürekli faul yapılıyorsa ve şiddetli bir maçsa kartlara daha az başvurulur. ama şimdiki maçlarda futbolcuların arasında değil taraftarların arasında kavga olduğu için kartlar ufak faullere bile çıkabiliyor.,0.0,GALATASARAY 0 FENERBAHÇE 0 The Most Fierce Derby in History 2009,0,0,0,0
hakem emekli oldu geçmiş olsun,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,0,0,0,0
gerçekten mi,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
ısmi soy ismi adamin racon kesmesine yeter,0.0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet,0,0,0,0
maalesef yazınızı okudum ve boşa gitmesin diye cevap veriyorum boş,0.0,Deep Humor Karma Röportaj Serisi (Vol21),0,1,0,1
ne amcık bir herifsin,,,1,1,0,1
o dediğin sizin ev oğlum ahlak haya nın olmadığı kimin şeyi kimin şeyinde belli olmayan,0.0,Huge fistfight in Parliament: AKP and CHP members clashed! THE CLEAREST FOOTAGE...,0,0,0,0
"liseli değilim panpa odtude okuyorum.neyse seviyeyi düşürmeyim daha fazla.önceki söylediklerim için pişmanım.aslında haklısınız.ben biraz gıcıklık yaptım.affet, hakkını helal et :)",0.0,Fenerbahce Galatasaray 12 mayis 2012 MAC SONRASI REZALET,0,0,0,0
bırakmıyoki tartışsınlar kendi egosunu tatmin ediyor sadece,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
yahudi tohumu bunlar!!!,,,0,1,1,1
bunların hepsi terörist!!!,,,0,1,1,1
ayağam kaydı yoksaa😂,0.0,TEKMELER KÜFÜRLER HAVADA UÇUŞTU,0,0,0,0
bu adam öldü mü sonra bilen var mı,0.0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv),0,0,0,0
aynı şekil ben de uyuyodum kalktığım gibi whatsapp storylerinde gördüm,0.0,CANLI YAYINDA REZİL OLAN YOUTUBER.,0,0,0,0
ne dersen de cocukların yanında yaaapmıııyaaacaaakdın,0.0,Marmaray’daki Yumruklu Saldırı Zanlısı Serbest Bırakıldı! O Yumruğu Neden Attı?,0,0,0,0
Allah'ın gavatu,,,1,1,0,1
abi sana tavsiyem ilk fırsatta bu mahalleden taşın kolay bir şey değilmiş gibi görünüyor ama yapacak bir şey yok yoksa bu eleman sana bu mahallede rahat yaşatmaz can güvenliğin olmaz biliyorum kira çok pahalı ama bulursun bütçene göre bir ev 🏠,0.0,Armed Attack on Live Broadcast! The Incident That Hit Türkiye's News!,0,0,0,0
💉💉💉💉💉 unutmayın,0.0,Mehmet Cengiz İnşaat halka küfürlü Ses kaydı.,0,0,0,0
kes sesini yaratık,,,0,1,0,1
lan bunların hepsi terörist,,,0,1,1,1
​ gardaşım çok doğru bir yorum yapmışsın seni kutluyorum.mesela scahlke 04 adamlar düşme potasındaydı maçları neredeyse full çekiyor taraftar yanlarında hep neden çünkü bi dertleri yok adam haftasonu karısını çocuklarını alıp birasını yudumlayarak maçını seyrediyor.almanyaya taşınırsam en büyük hayalim bu benim.bide bize bak mesela galatasaray kaybedince harap oluyorum saçlarım dökülüyor üzüntüden uykularım kaçıyor.,0.0,Adli iki kez hakemi aldatmaya yönelik hareket nedeniyle sarı kart gördü ikisi de penaltıya dönüştü,1,0,0,1
hepiniz senin gibilerin soyunu kurutmak lazım,,,0,1,1,1
karınca gene dayak yiyecekti:)))))) adam kendini ifade edemiyor ! bağırarak konuştuğu için millet onu yanlış anlıyor.garibim gene dayağın ucundan döndü :))),0.0,Deep Humor Karma Röportaj Serisi (Vol22),0,0,0,0
ananı sikik,,,1,1,0,1
öküz herif,,,0,1,0,1
kanınız bozuk sizin!!!,,,0,1,1,1
cahillik ne kötü bir şey,0.0,İstanbul’da Trafiğin Ortasında Boks Ringini Aratmayan Kavga!,0,1,0,1
ya bizim milletim espiri anlayışı harika ya 😄,0.0,Canlı Yayında Cam Masayı Kırdılar!,0,0,0,0
tam bir kaltak,,,1,1,0,1
başkanıma olan saygım arttı,0.0,Muharrem ince küfür,1,0,0,1
gördünmü allah böyle yapar işte ibrahim efendi milletin ahı var sende,0.0,İbrahim Tatlıses canlı yayında stüdyoyu basıyor ve konuğu kovuyor!!!!!,0,0,0,0
senin ben orospu,,,1,1,0,1
kes lan siktir,,,1,1,0,1
ne s.k bir herifsin,,,1,1,0,1
hepiniz ermeni dölü,,,0,1,1,1
batuhan erata latife etmis dio turkiye gibisi yok 😂,0.0,METROBÜSTE STAND UP / Muhteşem Final 😄,0,0,0,0
tutuklanması gerekir,0.0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet,1,0,0,1
"o sarıklı abinin yerinde bir çoğumuz olsak dayanamaz hakaret eder, bağırırdık. şu ırkçı arkadaşımız bir de diyor katliam yaparım falan. yalnız mevzu almanya'daki türkler falan olsa tüm ülke ayağa kalkar. artık insanı dini,dili, ırkı için yargılamak yerine insanı insan olduğu için sevsek dünya ne güzel olur.",0.0,This may be the most serious debate that has ever occurred on the metrobus.,1,0,1,1
ansk haykırdım igfhfdhkfidusjowsh,0.0,Cemal Enginyurt ile Abdurrahman Uzun arasında sert tartışma,0,0,0,0
hepiniz ajan bunlar ajan,,,0,1,1,1
